accuracy,loss,val_accuracy,val_loss,learning_rate
0.38503849506378174,1.3863719701766968,0.44414252042770386,1.2872743606567383,0.0010000000474974513
0.5116158723831177,1.1581748723983765,0.5464975833892822,1.0918524265289307,0.0010000000474974513
0.5648094415664673,1.0579725503921509,0.6029589176177979,0.9927460551261902,0.0010000000474974513
0.5941888093948364,1.0015584230422974,0.563707709312439,1.0413843393325806,0.0010000000474974513
0.6170322895050049,0.9582396149635315,0.6053743958473206,0.9783686399459839,0.0010000000474974513
0.6335986256599426,0.9155853390693665,0.6325483322143555,0.9202083349227905,0.0010000000474974513
0.6516534090042114,0.8840411901473999,0.6648550629615784,0.8730225563049316,0.0010000000474974513
0.6643370389938354,0.8537440896034241,0.6702898740768433,0.8534063100814819,0.0010000000474974513
0.6738497614860535,0.8305438160896301,0.6739130616188049,0.8330902457237244,0.0010000000474974513
0.6815505027770996,0.8146272897720337,0.6705917716026306,0.8429093956947327,0.0010000000474974513
0.6919692158699036,0.7926130890846252,0.6742149591445923,0.8413642644882202,0.0010000000474974513
0.6960460543632507,0.771024763584137,0.6736111044883728,0.8416820764541626,0.0010000000474974513
0.7208309173583984,0.722562313079834,0.7013888955116272,0.7751439213752747,0.0005000000237487257
0.7294376492500305,0.7083815932273865,0.7077294588088989,0.7541074156761169,0.0005000000237487257
0.7337086796760559,0.6864989995956421,0.7143719792366028,0.7547630071640015,0.0005000000237487257
0.7333850860595703,0.6841486096382141,0.7210144996643066,0.7364829182624817,0.0005000000237487257
0.7420565485954285,0.6702127456665039,0.7240338325500488,0.7339679598808289,0.0005000000237487257
0.7439979314804077,0.6673451066017151,0.7134661674499512,0.7615086436271667,0.0005000000237487257
0.7506632804870605,0.6526620388031006,0.7119565010070801,0.7533372640609741,0.0005000000237487257
0.7540930509567261,0.6490171551704407,0.7216183543205261,0.7504554986953735,0.0005000000237487257
