,Disgust,Fear,Sad,Neutral,Happy
Disgust,0.49056603773584906,0.23180592991913745,0.14285714285714285,0.11859838274932614,0.016172506738544475
Fear,0.04434589800443459,0.7915742793791575,0.050997782705099776,0.06873614190687362,0.04434589800443459
Sad,0.050434782608695654,0.17217391304347826,0.6330434782608696,0.13217391304347825,0.01217391304347826
Neutral,0.009029345372460496,0.10835214446952596,0.024830699774266364,0.8555304740406321,0.002257336343115124
Happy,0.057692307692307696,0.06593406593406594,0.038461538461538464,0.03021978021978022,0.8076923076923077
