,Disgust,Fear,Sad,Neutral,Happy
Disgust,0.658273381294964,0.15827338129496402,0.1079136690647482,0.06474820143884892,0.01079136690647482
Fear,0.05341246290801187,0.8100890207715133,0.050445103857566766,0.0771513353115727,0.008902077151335312
Sad,0.14153132250580047,0.14849187935034802,0.6241299303944315,0.08352668213457076,0.002320185614849188
Neutral,0.02108433734939759,0.08734939759036145,0.04216867469879518,0.8493975903614458,0.0
Happy,0.15384615384615385,0.13553113553113552,0.018315018315018316,0.03296703296703297,0.6593406593406593
