,Disgust,Fear,Sad,Neutral,Happy
Disgust,0.6499102333931778,0.03949730700179533,0.25493716337522443,0.05206463195691203,0.003590664272890485
Fear,0.11504424778761062,0.5752212389380531,0.168141592920354,0.11799410029498525,0.02359882005899705
Sad,0.11819235225955968,0.03476245654692932,0.7937427578215527,0.0440324449594438,0.009269988412514484
Neutral,0.04504504504504504,0.052552552552552555,0.15765765765765766,0.7432432432432432,0.0015015015015015015
Happy,0.12043795620437957,0.04744525547445255,0.0948905109489051,0.023722627737226276,0.7135036496350365
