,Disgust,Fear,Sad,Neutral,Happy
Disgust,0.6469002695417789,0.0862533692722372,0.1752021563342318,0.08086253369272237,0.01078167115902965
Fear,0.1130820399113082,0.6696230598669624,0.06651884700665188,0.12195121951219512,0.028824833702882482
Sad,0.13217391304347825,0.08521739130434783,0.6747826086956522,0.09391304347826086,0.01391304347826087
Neutral,0.05191873589164785,0.04966139954853273,0.04740406320541761,0.8487584650112867,0.002257336343115124
Happy,0.08241758241758242,0.03571428571428571,0.024725274725274724,0.03296703296703297,0.8241758241758241
