accuracy,loss,val_accuracy,val_loss,learning_rate
0.2997179925441742,1.5411128997802734,0.2604355812072754,3.1610517501831055,0.0010000000474974513
0.3839346468448639,1.420333743095398,0.2794918417930603,3.1027591228485107,0.0010000000474974513
0.45910724997520447,1.2826157808303833,0.34255897998809814,1.7731863260269165,0.0010000000474974513
0.510551393032074,1.171209454536438,0.39292195439338684,1.6499366760253906,0.0010000000474974513
0.548283576965332,1.0883952379226685,0.42558982968330383,1.5118045806884766,0.0010000000474974513
0.5865992307662964,1.0172162055969238,0.4718693196773529,1.3704679012298584,0.0010000000474974513
0.6079937815666199,0.9679903388023376,0.6302177906036377,0.929729163646698,0.0010000000474974513
0.6409608125686646,0.9141398072242737,0.5830308794975281,1.068760633468628,0.0010000000474974513
0.6603131294250488,0.8662951588630676,0.6438294053077698,0.9078021049499512,0.0010000000474974513
0.6805406808853149,0.8255345225334167,0.63475501537323,0.9762663841247559,0.0010000000474974513
0.7020325064659119,0.7858182191848755,0.6238657236099243,0.9434841871261597,0.0010000000474974513
0.7165223956108093,0.7474592328071594,0.6279491782188416,0.9394088983535767,0.0010000000474974513
0.7480307221412659,0.689166247844696,0.7205081582069397,0.7446455359458923,0.0005000000237487257
0.7526986002922058,0.6652881503105164,0.745916485786438,0.6826245784759521,0.0005000000237487257
0.7642711400985718,0.6419987678527832,0.7531760334968567,0.6647334694862366,0.0005000000237487257
0.7721481919288635,0.6255974769592285,0.7686025500297546,0.6325343251228333,0.0005000000237487257
0.778372049331665,0.6057687401771545,0.7313974499702454,0.7047969102859497,0.0005000000237487257
0.7863463759422302,0.5903840661048889,0.7631579041481018,0.65196293592453,0.0005000000237487257
0.7925702333450317,0.5732231736183167,0.7245916724205017,0.7237592339515686,0.0005000000237487257
0.8046290278434753,0.5512701272964478,0.7558983564376831,0.6533111929893494,0.0002500000118743628
